,funded_amnt_inv,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
pub_rec,-0.06490160790382503,0.05511144463157282,-0.05252831365225123,-0.0035340943413874394,-0.02999527095765421,-0.023885829009726252,0.07318237035212964,0.07465660902095601,-0.28824626656940133,-0.02012755782157614,1.0,-0.05123738119450995,0.0015945595786460215,-0.0604726668363678,-0.060478741769476534,-0.019176437723965864,-0.01919702301406129,-0.022078098811688044,-0.003840048710723183,0.006356510682348258,0.007442041728349468,0.007824062902499679,-0.005217118536130946,0.008568505797614897,0.06603012257378368,-0.00035485883285684767,0.007858177452486152,-0.06437507835344697,0.057765894893215104,-0.027195448105969886,0.03490819480216395,0.039879043816135135,-0.017162565375040493,-0.017547352529400297,0.02370439739649023,0.0810241280327736,0.10116243300222387,-0.1027570195612247,-0.0019625926856379986,-0.09952678716616982,0.062388117012487414,0.001711312155233367,0.08648877884002248,0.09497899239588642,-0.05028474713393579,-0.0880499191547138,-0.018430720924660332,-0.005638601903062596,0.004030390374864378,0.03271791705362606,0.03789167677408824,-0.06381725609296754,-0.05701708665835681,-0.011483237546634915,-0.047682790110922656,0.08759585298073862,-0.05463854326549427,0.08078499568771971,0.012015350567719086,-0.03422466156332819,0.0006150313616752358,-0.03881364125964289,-0.005650792775658192,-0.016951955428107405,0.003995292807143378,0.020922993484437692,-0.0035022181001493004,-0.024200182352586683,0.0026226626496233542,-0.004102935586701018,-0.0033697139476669565,0.08306935853841978,-0.009107243229275246,-0.02878597809171268,0.6625247647413305,0.6935579913315716,-0.07225254544311782,-0.05764524181338611,-0.1290365087635628,-0.025997175076643775
revol_util,0.10285815926193972,0.2595737408265779,0.12406024161044801,0.028558840839533483,0.1126921509096373,0.0031300488032269336,-0.08071723777434306,-0.000244330802582881,0.030673657715271672,-0.13782461540309762,-0.05123738119450995,1.0,-0.09661853322927781,-0.035927572476995615,-0.03592368418049333,0.16720225517994758,0.1671761810287615,0.12385358491533881,0.2301487757355726,0.032612236965911985,0.040921486460911614,0.03908277235538269,0.026045066474701013,-0.034224524522366365,-0.006338776278708757,-0.019634573004324928,-0.011629896214572897,0.08911323110484552,-0.192061033186126,0.04640630934111411,-0.09591669612987491,-0.07510107061681946,0.06716980962080345,0.030703654568529606,-0.066564090019802,-0.20586447573754854,-0.22579342471158512,0.32990013826275566,0.6696043995557819,-0.1342221983794934,-0.08629111080988537,0.027608046417849957,-0.12751579386138565,-0.22325953302356116,0.13303867684397394,-0.48375096423616776,0.8701374524627961,-0.01028414586310557,-0.0047034363967726886,0.06981796059846833,0.021789122923437588,0.1794191020115089,0.1649408633076465,0.03871546655038842,0.14818054886243062,0.010167118798465739,0.09400364603429293,0.01870063050839085,-0.019027946122758207,0.10548147459329497,0.10927572146982434,-0.12360239649108368,-0.128692818662608,0.02129514269212348,-0.20007222576113884,-0.1712755856619141,0.11520895790610963,-0.1379797324682304,-0.008309412264380329,-0.014358837641627386,-0.003682656982384666,-0.21655820741946755,-0.033461282612377526,0.7406486517337769,-0.07437566484954605,-0.0016256223991408403,0.030311115173082454,0.12893251686908908,-0.17643412171508124,0.03686040804962037
total_acc,0.19643016344444256,-0.0463630327275572,0.1756371253684208,0.10775505631840575,0.14333444101562104,0.1177015370939842,0.16243437558011833,-0.04624987649607244,-0.1668366698623637,0.7201879904391227,0.0015945595786460215,-0.09661853322927781,1.0,0.00694687891121435,0.006952942420044996,0.19456913196756795,0.19456713176567808,0.1914720872852951,0.11828000822979354,0.008130322210308934,0.036455388596536326,0.03643734969121288,0.13851975255938,0.005435168746201069,-0.04630134717354232,0.02584343332766985,0.007398546824415883,0.32280817017903707,0.26090292125848963,0.39929923733453726,0.2586101204277169,0.35379295876946754,-0.19736051736742607,0.42172807918794386,0.1167833826816905,0.24811289713539883,0.3117676362117945,0.13683074682206928,0.006290058066276377,0.31903096560700916,0.17247262455013873,0.29430792618548474,0.21591681692282275,0.43476834869523945,0.05324080435576068,0.24281785302224707,-0.0722971788892608,0.041252282566547484,0.005780270381393144,0.34122856057937734,0.28216653301881633,-0.17302385030674636,-0.21721295684069725,0.36838090780097327,-0.12663441892253366,0.005138578126727769,-0.13039293324087614,-0.024459450410715983,0.14653605052981358,0.31555982579059466,0.4176659496869273,0.41676951132757334,0.629981219985942,0.6896886327800412,0.5765650800726771,0.7651585593016182,0.4182831111527194,0.716965186068263,0.009186355379760801,0.02044212196176561,0.06806149082297737,0.33450171916304894,0.022559725012160057,-0.05776931343057043,0.020570097238442636,-0.016177935057759343,0.34953702425201183,0.4405620974189777,0.29647711064405186,0.4276672263140087
out_prncp,0.48613475537133377,0.025896956611574946,0.3994187555504069,0.07967247312375432,0.06526119481964833,-0.03537208527253214,-0.08398538762740683,0.03343125695021108,0.13621264229228838,0.06509342264419582,-0.0604726668363678,-0.035927572476995615,0.00694687891121435,1.0,0.9999986828586893,-0.25142665134923625,-0.2513697639800926,-0.3222719369885797,0.09773979324485274,-0.01873527104615152,-0.09202233773048873,-0.08883819490168055,-0.2942705707251129,-0.008466856203505176,0.04039592321613564,-0.02085339145820546,-0.005017096850503286,0.1238545767443227,-0.05101000733855049,0.02010542250520254,-0.03488239396740346,-0.02637741690410241,0.005674555651862769,0.08434845972198313,-0.08330089399361087,-0.06473990274120074,-0.06475892119115222,0.21810100785595835,-0.03370415938262159,0.17099936322860587,-0.007985122718939596,0.030185909980129856,-0.041826721890251155,-0.03566036781147871,0.08732058829889823,0.16015226743553226,-0.06126633932032502,-0.011293376605813851,-0.004569481724026512,0.03999324001757068,0.04592180253413452,0.0610838417167801,0.04437729397905439,0.017165353319906262,0.03426406066455219,-0.002998479901725607,0.04045716775681529,0.0165299359385049,-0.030967961647885695,0.08082393293273804,0.04571497288196013,0.09469843042423623,-0.001338206619924762,0.020308596461144506,0.05599128105450318,-0.011430071599031085,0.045695922043179675,0.0665980643798458,-0.00938552269047482,-0.016263982147685912,-0.024118217749256866,-0.04489335385318822,0.04351239933448979,-0.0697821351594384,-0.03794890450898828,-0.02927366914727071,0.14630551782544746,0.13179494189685712,0.21083301102875485,0.1198456601775752
out_prncp_inv,0.48615267092651787,0.02592461861431861,0.3994039484390584,0.0796752027370609,0.06525338615550831,-0.0353794774984134,-0.08399142721823173,0.03343449441727725,0.13621672956966627,0.06508960687883271,-0.060478741769476534,-0.03592368418049333,0.006952942420044996,0.9999986828586893,1.0,-0.25141824180533173,-0.2513600319081238,-0.3222608071312551,0.09773400656151483,-0.01873813085082144,-0.0920129714187141,-0.08882915268158369,-0.2942395326245318,-0.008472585620385328,0.04039632855539489,-0.020853124570250625,-0.005017947828318593,0.12387006343695625,-0.051013512723210176,0.020105184319078664,-0.034879339323195875,-0.026373403047303286,0.005674796723124564,0.08435247621621995,-0.08329295373621003,-0.064747800975514,-0.06477168235301645,0.2181087278063895,-0.03369834151617623,0.1710057071258132,-0.007988208432782562,0.030195019334919634,-0.04183138356696103,-0.03566793673862781,0.08733571644770423,0.16016109971053405,-0.06126295165036232,-0.011294310849441871,-0.004570969374054996,0.040001012125064996,0.04592900564690667,0.061089584005686905,0.044382417576943126,0.01718438455022009,0.034270669160286954,-0.002995503980671074,0.04046201105836733,0.01653312778074455,-0.030975991322944835,0.08081655167690277,0.04570556137759254,0.09469386574980025,-0.001335104204020189,0.020312885512489,0.05598546729354793,-0.011429303052242833,0.04568739959303037,0.06659445059776699,-0.009386067680712812,-0.016263753077785367,-0.02412339728596905,-0.04489834693568789,0.043524842686816,-0.06977536851901474,-0.03795717632040456,-0.02927646085711168,0.1463209570320723,0.13179818318192899,0.2108410719037633,0.119847521006171
total_pymnt,0.6532218856041031,0.10333231785506493,0.6546906324978484,0.12788530615953278,-0.0050093126899993,0.018145659917870538,0.0361237068926693,-0.04142481281616114,-0.09964079410583196,0.1314680117460641,-0.019176437723965864,0.16720225517994758,0.19456913196756795,-0.25142665134923625,-0.25141824180533173,1.0,0.9999964430758078,0.9706334937995225,0.6929879449538788,0.07074134492390866,-0.0007113638229763865,0.0024628445347524694,0.5929558802685666,-0.019272848520002574,-0.02777603713455232,0.01799744326226912,-0.002355547700908927,0.2292525959891298,0.01382100848501825,0.024072386197622565,0.022352228775852523,0.041693522210808326,-0.014111049411995239,0.09938517789046239,-0.02649280886465189,0.001333697543783347,0.01077877673527474,0.23678433392106735,0.059234136302846366,0.19645164873242713,-0.0055516863938395705,0.056022487990016086,0.04165112056100622,0.005187639613860272,0.1705213101561024,0.06326476615518674,0.13335204593759098,0.004333712016047633,0.004729662729131801,0.10470337108554975,0.14445574581456563,0.015226651057337696,0.0041637642833017635,0.22322611662378594,0.022416538274373475,-0.033749378370585385,-0.021127018690308287,-0.04082581330465808,-0.03180477937790909,0.14029828903143665,0.12732497166783663,0.13884065702134418,0.19561702000638287,0.06378421563173756,0.11943872319444225,0.1729950150262762,0.12790394470317554,0.13093870213772685,0.005894241796247022,0.016597351252209527,-0.0052920640122448475,-0.008994734114538029,0.05415965384505133,0.10820634512283483,-0.06678957462437765,0.032175723002955875,0.23461816776453237,0.18556788224485057,0.20884539767831112,0.11975823949386138
total_pymnt_inv,0.6532698996536811,0.10334021578168591,0.654691530411193,0.12790361978195097,-0.005037546785541981,0.01812176954581474,0.036099186699594464,-0.04139777335935541,-0.09958944830157314,0.13146562675553455,-0.01919702301406129,0.1671761810287615,0.19456713176567808,-0.2513697639800926,-0.2513600319081238,0.9999964430758078,1.0,0.9706294651219468,0.6929897528172849,0.07073060344292315,-0.0007220401594817153,0.0024499811925790317,0.5929842857041271,-0.019285621147706034,-0.02775172718194652,0.017984208273574245,-0.002356886395133785,0.2292857055057207,0.013798377191250313,0.024066746303267418,0.02234989442588495,0.04169128398820355,-0.014108226041034889,0.09938998226590406,-0.026494703651245934,0.0013057081245542253,0.010745319316098713,0.23681246032524397,0.059222491970975774,0.1964783434390906,-0.005557159712036368,0.056026731368423004,0.041627358982672794,0.005169797486272977,0.17055096561277924,0.06330425048229057,0.13332284441428402,0.004324618500638153,0.004723248241352485,0.10471410168536584,0.1444676356183135,0.015239856132169924,0.00417235034880588,0.22324856057183373,0.02242902369759539,-0.033739265857031187,-0.021118742376513847,-0.04080841974497688,-0.03182695598310842,0.14029242351131954,0.12730854196800348,0.13884620624143976,0.1956129260585389,0.06378245032804189,0.11943503309109837,0.17298848098445171,0.12788812666214092,0.1309369888695534,0.005884778842568571,0.01658731494347,-0.0053066238723479585,-0.009010049836174022,0.05418663900270346,0.10818366141385673,-0.06680073386924827,0.03215908470982678,0.23465441756679528,0.18557733286070205,0.20888188624201728,0.11976654220152841
total_rec_prncp,0.5883258446107757,-0.012048895249457998,0.609658080899263,0.12746109395822688,-0.025794122881812324,0.010382742865310036,0.023236380810081256,-0.03338421548086233,-0.09433031333987507,0.12184159275689539,-0.022078098811688044,0.12385358491533881,0.1914720872852951,-0.3222719369885797,-0.3222608071312551,0.9706334937995225,0.9706294651219468,1.0,0.5065474490442666,0.04280994629397907,-0.08938686401122813,-0.08428538424703119,0.6733235913011661,-0.02011478223214715,-0.02250492245122489,0.014770670650743034,-0.002000568041256145,0.22872151102256635,0.008736785435382581,0.015591113284754458,0.014929237269795009,0.03247428020881621,-0.009214168847338397,0.08479321990480708,-0.03123523172718402,-0.0020540813457858844,0.005531965382240056,0.21725360382455902,0.02323087748833969,0.20522742506368813,-0.009794986279598628,0.05391374872044944,0.032759574332736664,-0.002748165901817726,0.1740665710323552,0.09517957028748446,0.09104338872031785,0.0031875579162976126,0.003984469684329511,0.09915344833623592,0.1452266042645505,0.017138866102628207,0.008815663789130367,0.22463890697126263,0.02218272922768463,-0.027963279339354972,-0.012886187190623457,-0.034536847280130546,-0.03354090741241446,0.12388458750277075,0.102853715687016,0.1367538193933919,0.19948797874811386,0.057840939347551294,0.11237228157272622,0.17347216913579658,0.1028916065164676,0.12135942766062442,0.005229821162747597,0.013564002212956467,-0.007925374516290419,-0.016079494175772726,0.05968444644294905,0.06854227173447788,-0.06600254168438369,0.027987940529859014,0.23751398281385064,0.17068917327413047,0.22322362006898827,0.10829022308038506
total_rec_int,0.5780313707081557,0.40547828238871597,0.5151853994739621,0.07622096107724227,0.05997671315870792,0.032469306120404655,0.05303307627211321,-0.046563844264667295,-0.06863882051265498,0.10359071854471488,-0.003840048710723183,0.2301487757355726,0.11828000822979354,0.09773979324485274,0.09773400656151483,0.6929879449538788,0.6929897528172849,0.5065474490442666,1.0,0.11226578237363195,0.06114817011730334,0.062107198430474596,0.11277624043243281,-0.009283631101473584,-0.03046456317863356,0.019496915181301533,-0.0024413261730940996,0.1374306102535312,0.017900652976430998,0.0410945088760322,0.03027727738581368,0.04633045601024165,-0.020286853532893733,0.10006705157663796,-0.0014495284563344239,0.0067940362909518085,0.01692143749681423,0.189682130355983,0.15380557180976362,0.08965234536637277,0.008083833681702068,0.033657416761177616,0.04546446508222467,0.017295582859783543,0.0913792356236423,-0.058881240483994596,0.20672171713590287,0.0056007522839787525,0.004879211201075368,0.07898296883232449,0.08428808362104805,0.008315775267206995,-0.005960151353845741,0.12656788058155785,0.01866691083450896,-0.03635296804399857,-0.031987548455181994,-0.04142128659198849,-0.014100677272901221,0.13172013263357107,0.1472729783467448,0.08617481613438172,0.09833563582784692,0.05258909190864283,0.08882807422785034,0.09490622127663198,0.1494389207951255,0.10321243919261928,0.005252993725314119,0.018382019151256097,0.004122241798920231,0.007675152362598486,0.014566957961001636,0.18328634245967235,-0.04300723811585009,0.0313362865305801,0.13041057452962193,0.15352252239681385,0.08065859308336205,0.10429090170532201
total_rec_late_fee,0.06356118769809314,0.06038421900847466,0.07428878208063953,0.017051396297764868,0.0009570988239475821,0.03483160416379785,0.017550062102446817,-0.03183535654026531,-0.03966949745550914,0.0030288704432814566,0.006356510682348258,0.032612236965911985,0.008130322210308934,-0.01873527104615152,-0.01873813085082144,0.07074134492390866,0.07073060344292315,0.04280994629397907,0.11226578237363195,1.0,0.07261715268333412,0.07276872658548957,-0.017805187419304033,0.004254180844911492,-0.01663108206497581,0.007240019969230372,-0.00037883175530845217,0.024066630376686642,0.011814696050004193,0.010453054895471997,0.017323194017688885,0.0178214797045895,-0.008250100072493185,0.01965582913265655,0.012558342421501553,0.0028605146602146635,0.002628100340265859,0.008185194807595279,0.029998678807886658,-0.002628070529094787,0.01426473821927185,0.013046437972217322,0.023640953809010108,0.012080912159537145,0.021587400128409078,-0.022349737713458207,0.02856318475425512,0.002682037591735003,0.001302119679243628,0.00559426470842907,0.00038290225982953854,-0.00018569975632578162,-0.00850096057312254,0.006377100192377365,0.001994132423600884,-0.026833570874444546,-0.016272651431873175,-0.02791137802434814,0.009287680392718003,-6.652028801099847e-05,0.0042464311215062635,-0.00660451499028352,-0.005619264633061082,0.01604144223035793,-0.007404461131324518,-0.005093466086622502,0.004268027592505477,0.0028594653290243905,0.0017106444611081142,0.008086003887177954,0.010103630109256191,0.011991561312814555,-0.027895794333674024,0.028218527719985138,-0.009600508616802658,0.016467207917240028,0.02101303841485107,0.026111548499087322,-0.012169023189221202,0.02390297243775007
recoveries,0.0958274125671327,0.12083118303207614,0.09516495449346919,0.007380555824284677,0.01705788740746431,0.014408255045673182,0.04457360147522358,-0.014128497020082837,-0.02588965371575454,0.027095044767160417,0.007442041728349468,0.040921486460911614,0.036455388596536326,-0.09202233773048873,-0.0920129714187141,-0.0007113638229763865,-0.0007220401594817153,-0.08938686401122813,0.06114817011730334,0.07261715268333412,1.0,0.9764592762945086,-0.0715854255765121,0.0019489207728661416,-0.010466947640344846,0.007267803364568093,-0.0004856675003772309,0.006476273809599927,0.03475845582479376,0.009334878596517857,0.036917004718917866,0.03851132377986464,-0.021254673065283385,0.016833134627395625,0.02237348880326022,0.028366226984488933,0.03504065947756054,0.009815108180680088,0.03421208791586607,-0.0010154902475796696,0.02048475710005685,0.011497300357224096,0.036797999866833506,0.05050407580108973,-0.00339875033996992,-0.025992446792593493,0.040001707965747306,0.0029912556184554817,0.0015351260473839058,0.005926630655023012,-0.0012507330364999129,-0.023949304978306194,-0.02897596235299859,0.011281429042220903,-0.020204714005507985,-0.007250011965018459,-0.0302852419985127,-0.011231390804192623,0.0027075173081971926,0.02252617702810917,0.03399102120064026,0.016498893353974278,0.028519553463583952,0.02079685144404317,0.02427943704940863,0.03205927587478467,0.033630066123639224,0.02669387719226909,0.0018839145259266206,0.005708025993561972,0.005086623895609262,0.04330932676270348,0.0009170480555873593,0.039589374220507574,0.0023535901402066176,0.005941479159694616,0.0030289928596223606,0.02374871255598076,-0.007986139033983385,0.01871940865503023
collection_recovery_fee,0.09336260634446136,0.11432047818337501,0.09276741256882096,0.007366834924593755,0.017571526318371784,0.014367032132484199,0.04111798980108534,-0.01338854469775534,-0.026559167186681883,0.027508237039955637,0.007824062902499679,0.03908277235538269,0.03643734969121288,-0.08883819490168055,-0.08882915268158369,0.0024628445347524694,0.0024499811925790317,-0.08428538424703119,0.062107198430474596,0.07276872658548957,0.9764592762945086,1.0,-0.06906525228306673,0.0020607343748011795,-0.009605333522777993,0.006726047907501506,-0.00039296595890162943,0.006886079104067587,0.03431803493618769,0.009060652527023092,0.036516392041708944,0.037958142357611226,-0.020980511896758525,0.016571999601342795,0.02196513581448118,0.02796795003106155,0.03437234964375507,0.010167907720852368,0.03409162249223444,-0.0004621394556044535,0.020163978984034988,0.0114546472942477,0.03638351897644409,0.05005158302187145,-0.0033661506313738066,-0.02490404062439689,0.03830716132630014,0.0031587029548511996,0.001518899792798723,0.006606231324236335,-0.0005258932045076494,-0.02343985539888583,-0.02857199016825036,0.011271378286564234,-0.01982733240621709,-0.006399969010430306,-0.02900569801348455,-0.010493507383279449,0.0031297002044445668,0.02250230629449023,0.034111120602499365,0.016689468400038373,0.027306599685614635,0.021235658209752782,0.024510740857812165,0.03166238318932889,0.03364370600667374,0.027098738577077904,0.00203273331597244,0.005019468618978387,0.005141224415911584,0.042985092265252,0.00027320718171888855,0.03772654243253259,0.0027998301648412514,0.005951465211954085,0.0036553801454612647,0.024196490427251683,-0.007206143216646866,0.019503402706203318
last_pymnt_amnt,0.3255854531998047,0.09531867565102045,0.3156207019365516,0.06929494933174106,-0.018452345210311208,-0.0042789394758727724,0.04561134974452291,0.003841949328105455,-0.012172249572023232,0.0695369078949024,-0.005217118536130946,0.026045066474701013,0.13851975255938,-0.2942705707251129,-0.2942395326245318,0.5929558802685666,0.5929842857041271,0.6733235913011661,0.11277624043243281,-0.017805187419304033,-0.0715854255765121,-0.06906525228306673,1.0,-0.01283733071683168,0.008481420520191713,0.005472943630910324,0.00121772498260578,0.1526002559345438,0.04099192252595156,0.01206630667400173,0.060920428594518454,0.07870868210899336,-0.04702203322016178,0.06178890211953862,0.02133057407252667,0.023741649275342537,0.03117114238854848,0.0949447470599301,0.008177718086130572,0.10439821805487565,0.03909970114349484,0.0643072046563677,0.06414724964064267,0.0698547526857333,0.12329865410083451,0.06138206903959673,0.011050640245893332,0.0025781032463190025,0.0016777159358988198,0.04678229873822042,0.05358791423596461,-0.020563640264354515,-0.03989747414810308,0.1567442467280211,-0.016426898401021444,0.008249882008127419,-0.04468022116609531,0.005096758508522065,-0.009544814968739808,0.03373774933883858,0.02466745165455277,0.06557289923333356,0.11595956091390079,0.06457649788532716,0.05788768326400489,0.1077685987188146,0.02282239166088409,0.06917058514295275,0.0029840053266157254,0.004505406570564303,-0.006177555142334187,0.053992494702918996,0.04202931997835265,0.01018908901761962,-0.009459473535828699,0.0008363028197514805,0.15359145366992957,0.09923084909307286,0.10754310512582689,0.07354230522910588
collections_12_mths_ex_med,-0.02394269510757153,0.019011337542275346,-0.019333562827896708,-0.003758736504614773,-0.00857731635612883,0.07202807605161256,0.01414314411809725,-0.039538700898491846,-0.023284102316192566,0.006456890442346846,0.008568505797614897,-0.034224524522366365,0.005435168746201069,-0.008466856203505176,-0.008472585620385328,-0.019272848520002574,-0.019285621147706034,-0.02011478223214715,-0.009283631101473584,0.004254180844911492,0.0019489207728661416,0.0020607343748011795,-0.01283733071683168,1.0,-0.13503501582246424,0.021592220441278172,0.02385805177311283,-0.013495729442488223,0.010301870642088169,0.0027774299058285087,-0.0008312154484025076,-0.0043976365329703865,0.0011895944148547291,-0.0032249530580309217,0.0026907380869943577,0.018100441118909967,0.020594433860883242,-0.035821831335388216,-0.01661047060504733,-0.02198174605525444,0.008970466262053691,-0.006302644178017835,0.015752983422738166,0.015188931023823375,-0.014723302927279112,-0.016147669310557354,-0.029196929567471365,0.04255996398269803,0.0062921731480495196,0.00924127938624944,-0.008793277275211824,-0.012140408069226585,-0.008983613846390822,-0.013245873923146396,-0.008605585640881793,-0.012111279696964709,-0.010920692132976055,-0.011282560721830015,0.04956782622120178,-0.005041922070608184,0.0062776931807776515,0.0017375361890829973,-0.01028289463636624,0.007476866007252345,0.004778789682004464,-0.0004511349534368171,-0.0014127906343841252,0.005763988600304432,0.002491416936853017,0.00017723662237433324,0.10734608558511287,0.013134140671947741,-0.048448789697703276,-0.030377475808304646,-0.005056828883580238,0.01047461646254085,-0.013318009102845163,-0.014307087779231684,-0.028517335653913515,-0.0026399430065024475
mths_since_last_major_derog,0.006253441097911252,-0.032661829754460546,-0.0010297047233008415,-0.01460897624492408,0.025049092073955878,-0.43537134182656034,-0.02066557240177058,0.7078585590650646,0.035873614154239626,0.012020945885344655,0.06603012257378368,-0.006338776278708757,-0.04630134717354232,0.04039592321613564,0.04039632855539489,-0.02777603713455232,-0.02775172718194652,-0.02250492245122489,-0.03046456317863356,-0.01663108206497581,-0.010466947640344846,-0.009605333522777993,0.008481420520191713,-0.13503501582246424,1.0,-0.1068855935083576,0.0090282586446967,-0.02700739026282948,0.018997659366009556,-0.03183849467614833,0.032817175125254845,0.061520770687957145,-0.030192461489937913,-0.017402538272171725,0.00676385312054207,0.03208542623844809,0.07790243742295722,0.029949697523958676,-0.008030699141588615,0.022153035720764692,0.01305467167280813,-0.0006125424478073392,-0.0021016376287554374,0.12033217669645016,-0.03708428537503273,0.03362510601337658,0.004924137445544061,-0.20200115826424037,-0.05634540162910347,-0.013906047330660807,-0.007799369510219104,-0.06767107635136306,-0.06844601828987998,-0.0530598922398129,-0.08164575975238998,0.5861595851046313,0.015932126168775172,0.5695984907854473,-0.08317029170694709,0.04697867092268546,0.037038205345920006,0.028590005324678532,0.0013223153125526204,-0.03231943459504939,0.042206732262162726,-0.017070238004456,0.04861537072674107,0.015315118527807342,-0.09394743288388688,-0.020887607099453434,-0.4697469511928156,0.061179678706619826,0.14134045909764428,0.003871058306520873,0.07881346985940588,0.010209955394239733,-0.030806820940877774,-0.014177495652297117,0.03464063042143591,-0.020607618029041357
acc_now_delinq,-0.0008462347205627425,0.01666903268485304,0.0018208609631634517,0.006902280633833702,-0.0010682614441699962,0.11585495761958045,-0.00011143065770812078,-0.13120375399828565,-0.020143843471121796,0.016253226159205218,-0.00035485883285684767,-0.019634573004324928,0.02584343332766985,-0.02085339145820546,-0.020853124570250625,0.01799744326226912,0.017984208273574245,0.014770670650743034,0.019496915181301533,0.007240019969230372,0.007267803364568093,0.006726047907501506,0.005472943630910324,0.021592220441278172,-0.1068855935083576,1.0,6.161893975658661e-05,0.01961421799671762,-0.0032885480197756456,0.004629139646626552,-0.0031321625068258595,-0.003957812743840906,0.0003771367958492463,0.003896920438042574,-0.007890159139018487,-0.002120254755549508,-0.0013809899471289347,-0.003230758768807612,-0.013679970993124612,0.007775790259204664,-0.0036917912529166905,0.0030314468551265648,-0.0018921796249409112,-0.0029617993870114196,0.013427013720473311,0.008506926188681856,-0.018234188659409376,0.03878293140138093,0.1745535064173235,0.015158400895094598,0.025540485949955217,0.0010186807688818012,0.0005339109942465682,0.023324168534949268,0.00742403541921099,-0.10171070160455846,0.0018411262517080734,-0.11223730302773832,0.02062490669091498,-0.005364090809733868,0.0023291750675313127,-0.0026897719839745282,0.016104924343078208,0.007674381221233393,0.011323511134149762,0.024345175026126573,0.0017951273632113261,0.007367422382307125,0.38928843498267585,0.8007256912878247,0.05422781156041161,-0.004533073773220953,-0.042915570161257764,-0.015837793615547553,-0.009430151812531972,0.007003363139161641,0.022777770290639,0.005917734126362037,0.002615245373586054,0.011082960354337755
tot_coll_amt,-0.006121970733469719,0.005063605283293317,-0.004961432763098601,-0.000634874567506662,-0.0033169521856678675,0.0004190478353780451,0.005779775356017855,0.010466695887442342,-0.043551394905117495,0.0014482842916953207,0.007858177452486152,-0.011629896214572897,0.007398546824415883,-0.005017096850503286,-0.005017947828318593,-0.002355547700908927,-0.002356886395133785,-0.002000568041256145,-0.0024413261730940996,-0.00037883175530845217,-0.0004856675003772309,-0.00039296595890162943,0.00121772498260578,0.02385805177311283,0.0090282586446967,6.161893975658661e-05,1.0,-0.003655648896307934,0.005709019908027995,-0.0018600213709548364,0.0013206514890821406,0.0010129963175217452,0.0023830477377847093,-0.0004776106045684404,0.0032533662865963184,0.007658451018167947,0.009272956714917372,-0.010530039229871562,-0.003214215811998454,-0.00886513027860865,0.006095525386392925,-0.0016382926342093762,0.006428403426102099,0.008084965159471262,-0.0033004168841956156,-0.006384897738963089,-0.008181596468809605,0.0025666028434777823,0.0005367517955871823,0.0052648900766689224,0.007751171191451444,-0.004768819963685191,-0.004288010210151201,0.0016815891866671093,-0.0019365485647120588,0.06444358056161106,-0.006222317041658867,0.018041812553195917,0.0362407006742191,-0.004557685662092768,-0.0011467896130037552,-0.003789576248889056,0.004195099095821304,0.002527204574090052,0.0030739312136813155,0.008055354694602574,-0.0008885323462473833,0.0015261508707284904,0.0007174813997927623,-0.000650532432946225,0.002089625307596103,0.007641000090590946,-0.01913878980815559,-0.009198106341004998,-6.257811910483438e-05,0.004150467433813017,-0.00363535028753405,-0.0044458669262605905,-0.012047743846238168,-0.0009320271442089724
