,loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,loan_status_dv
tot_coll_amt,-0.006119863,0.005063605,-0.004961433,-0.000634875,-0.003316952,0.000419048,0.005779775,0.010466696,-0.043551395,0.001448284,0.007858177,-0.009336488,-0.011629896,0.007398547,-0.005017097,-0.002355548,-0.002000568,-0.002441326,-0.000378832,-0.000485668,-0.000392966,0.001217725,0.023858052,0.009028259,6.16E-05,1,-0.003655649,0.00570902,-0.001860021,0.001320651,0.001012996,0.002383048,-0.000477611,0.003253366,0.007658451,0.009272957,-0.010530039,-0.003214216,-0.00886513,0.006095525,-0.001638293,0.006428403,0.008084965,-0.003300417,-0.006384898,-0.008181596,0.002566603,0.000536752,0.00526489,0.007751171,-0.00476882,-0.00428801,0.001681589,-0.001936549,0.064443581,-0.006222317,0.018041813,0.036240701,-0.004557686,-0.00114679,-0.003789576,0.004195099,0.002527205,0.003073931,0.008055355,-0.000888532,0.001526151,0.000717481,-0.000650532,0.002089625,0.007641,-0.01913879,-0.009198106,-6.26E-05,0.004150467,-0.00363535,-0.004445867,-0.012047744,-0.000932027,-0.000533518
tot_cur_bal,0.312127066,-0.085505718,0.279952361,0.240223458,0.022056318,0.055167326,0.031471177,-0.068532352,0.002794702,0.25655926,-0.064375078,0.439163702,0.089113231,0.32280817,0.123854577,0.229252596,0.228721511,0.13743061,0.02406663,0.006476274,0.006886079,0.152600256,-0.013495729,-0.02700739,0.019614218,-0.003655649,1,0.091738673,0.174249879,0.138291736,0.174494538,-0.117730174,0.403457475,0.044778328,-0.020982629,-0.03529551,0.33899577,0.103299741,0.398561051,0.117211424,0.129878883,0.132804581,0.114595869,0.827015027,0.165935461,0.048636568,0.004507721,0.017571809,0.178833831,0.18685762,0.030836805,-0.081354071,0.542108088,0.044694816,-0.043368924,-0.059982089,-0.042743274,0.014256085,0.110486422,0.106331776,0.125824548,0.146072257,0.22179817,0.10230667,0.145094556,0.105800775,0.256628553,0.006037836,0.019243242,0.006827815,0.099428192,0.012188269,0.03921546,-0.090785385,-0.001206523,0.975565261,0.529996137,0.314298463,0.42674226,0.043444891
open_acc_6m,-0.023020502,0.132841062,-0.00676835,0.02298102,0.015338129,0.004356055,0.427357158,0.044194483,-0.067758051,0.283933477,0.057765895,-0.020137644,-0.192061033,0.260902921,-0.051010007,0.013821008,0.008736785,0.017900653,0.011814696,0.034758456,0.034318035,0.040991923,0.010301871,0.018997659,-0.003288548,0.00570902,0.091738673,1,0.082592855,0.384238272,0.299696777,-0.19317543,0.117079482,0.179712898,0.623496417,0.485311969,-0.087447844,-0.049265678,0.084811125,0.168724515,0.094241944,0.325606821,0.559985612,-0.016685034,0.111268582,-0.179955425,0.002814163,-0.001932301,0.015829188,-0.012689586,-0.360922837,-0.483599705,0.065520747,-0.252375829,0.063809167,-0.308520223,0.055224523,0.067211353,0.127898709,0.196847743,0.198344037,0.199621638,0.133424728,0.279319004,0.252295877,0.190768741,0.282981479,-0.003510267,-0.003146168,0.011411428,0.726660391,0.000972149,-0.160641005,0.059431024,0.014470542,0.095615576,0.089425317,0.056320055,0.099556809,-0.05515105
open_act_il,0.03367128,0.030733653,0.028162734,0.044084571,0.143577773,0.055008332,0.0376649,-0.022471664,-0.001148196,0.521940672,-0.027195448,0.019925756,0.046406309,0.399299237,0.020105423,0.024072386,0.015591113,0.041094509,0.010453055,0.009334879,0.009060653,0.012066307,0.00277743,-0.031838495,0.00462914,-0.001860021,0.174249879,0.082592855,1,0.273235829,0.365132209,-0.229438245,0.554416576,0.301832372,-0.019545204,-0.018298328,0.033511125,0.359593285,0.010110179,0.101795121,0.091290374,0.081030709,0.165764036,-0.03102663,-0.010383996,0.046474211,0.000129973,-0.002307833,0.159918037,-0.064553163,-0.007906669,-0.105654309,-0.00311017,-0.012399351,-0.015492279,-0.037893132,-0.011873159,0.085983359,0.004940837,0.008996507,0.000260822,-0.006498027,0.646635249,0.0074727,0.002013631,0.011044515,0.523439569,0.000884335,0.003028148,0.053361824,0.11954106,-0.003201815,0.043282871,-0.027731967,-0.01140424,0.16112056,0.482562426,0.009101344,0.556479633,-0.004680611
open_il_12m,-0.003601949,0.154931139,0.00604126,0.047989678,0.096212999,-0.006148342,0.170056813,0.04367622,-0.013631828,0.182494837,0.034908195,-0.023567293,-0.095916696,0.25861012,-0.034882394,0.022352229,0.014929237,0.030277277,0.017323194,0.036917005,0.036516392,0.060920429,-0.000831215,0.032817175,-0.003132163,0.001320651,0.138291736,0.384238272,0.273235829,1,0.746512659,-0.437654811,0.301187,0.337482754,0.07287202,0.076448175,-0.052701237,0.176673631,0.013445602,0.300428504,0.207969361,0.366116405,0.437308519,0.048146535,0.029543654,-0.093225212,-0.001595986,-0.003252209,0.037412387,-0.007140087,-0.059979747,-0.30835322,0.085931269,-0.043181711,0.059663019,-0.202548044,0.056640222,0.03873367,-0.029382806,-0.008626856,0.012314029,0.040742278,0.334718032,0.03736459,0.05849757,-0.010829656,0.182471609,-0.002611111,-0.003138853,-0.001772215,0.558476836,0.023755565,-0.07763627,0.041915676,0.006700269,0.130802,0.246437008,-0.010310109,0.288288114,-0.049372386
open_il_24m,0.019410768,0.147459515,0.025433371,0.063418455,0.135996347,-0.019957196,0.143344312,0.053437482,0.011866981,0.255112633,0.039879044,-0.00746015,-0.075101071,0.353792959,-0.026377417,0.041693522,0.03247428,0.046330456,0.01782148,0.038511324,0.037958142,0.078708682,-0.004397637,0.061520771,-0.003957813,0.001012996,0.174494538,0.299696777,0.365132209,0.746512659,1,-0.485877155,0.374715392,0.316112465,0.06433832,0.089179585,-0.038906454,0.201287666,0.027759425,0.38757571,0.275941123,0.293694876,0.572546791,0.050621095,0.031798411,-0.070793587,0.000864791,-0.003886819,0.05154251,-0.011554883,-0.068531561,-0.289120363,0.109137607,-0.053210854,0.073845499,-0.139687164,0.067216758,0.032418208,-0.010722794,0.013484302,0.025353309,0.058775302,0.458326257,0.064797735,0.081573411,0.01644081,0.25577643,-0.002661973,-0.004190541,-0.017705225,0.429882204,0.055517557,-0.058564709,0.04969396,0.007717433,0.17030101,0.317461357,-0.000517055,0.382560785,-0.048351164
mths_since_rcnt_il,-0.011865954,-0.084323223,-0.013619697,-0.045054163,-0.135693159,0.008881435,-0.091523607,-0.01694832,-0.027221876,-0.167387385,-0.017162565,0.007907021,0.06716981,-0.197360517,0.005674556,-0.014111049,-0.009214169,-0.020286854,-0.0082501,-0.021254673,-0.020980512,-0.047022033,0.001189594,-0.030192461,0.000377137,0.002383048,-0.117730174,-0.19317543,-0.229438245,-0.437654811,-0.485877155,1,-0.246396508,-0.310476591,-0.036043538,-0.051488621,0.024083462,-0.132135589,-0.025176199,-0.223763233,-0.144198849,-0.202237371,-0.288575459,-0.035349723,-0.0344646,0.060851668,-0.00204064,0.003297711,0.070702535,0.037634853,0.064658437,0.3478475,-0.065895992,0.055632399,-0.029706797,0.107789623,-0.027860896,0.005175243,-0.000402615,-0.012668559,-0.031835792,-0.037944944,-0.248349949,-0.047437751,-0.050048811,-0.010130345,-0.167496692,0.001983931,0.000183269,0.011134175,-0.253831742,-0.065001388,0.053138406,-0.030188999,0.002150046,-0.119852176,-0.207205819,-0.012653587,-0.270466566,0.026601123
total_bal_il,0.150466139,0.034243803,0.138728897,0.116140057,0.155720735,0.04454368,0.061016293,-0.009940975,-0.002695068,0.348963078,-0.017547353,0.101624953,0.030703655,0.421728079,0.08434846,0.099385178,0.08479322,0.100067052,0.019655829,0.016833135,0.016572,0.061788902,-0.003224953,-0.017402538,0.00389692,-0.000477611,0.403457475,0.117079482,0.554416576,0.301187,0.374715392,-0.246396508,1,0.317444445,0.000316422,0.001930963,0.112534975,0.283915005,0.109953521,0.158209366,0.126307368,0.157060027,0.195432919,0.209048129,0.055495065,0.022085865,0.001578463,-0.000180289,0.205976499,0.020946418,-0.007968099,-0.128249706,0.102471425,-0.003869755,0.001863261,-0.07533749,0.00342068,0.070650951,0.03804161,0.041758235,0.051380892,0.059620178,0.585270375,0.057152231,0.06682632,0.043135838,0.349794776,0.00089191,0.002031923,0.035274855,0.15654777,0.009187185,0.017926518,-0.024959707,0.002134566,0.37465226,0.899973009,0.100349077,0.951875697,-0.000701002
il_util,-0.08938406,0.142487309,-0.083407283,-0.038567063,-0.013146847,-0.007804084,0.086454876,0.051426182,-0.055825677,0.12836322,0.023704397,-0.095241398,-0.06656409,0.116783383,-0.083300894,-0.026492809,-0.031235232,-0.001449528,0.012558342,0.022373489,0.021965136,0.021330574,0.002690738,0.006763853,-0.007890159,0.003253366,0.044778328,0.179712898,0.301832372,0.337482754,0.316112465,-0.310476591,0.317444445,1,0.069772426,0.080073097,-0.112269972,0.562957215,-0.093337758,0.155135715,0.037677874,0.176357181,0.223260064,0.002359696,-0.051893749,-0.055122301,-0.002212122,-0.004256096,-0.009087869,-0.100159589,-0.062540765,-0.224213019,-0.03638412,-0.051175394,0.069105366,-0.105317099,0.066630343,0.093667825,-0.070501074,-0.056313685,-0.058586671,-0.054903264,0.240649972,-0.030450862,-0.041067577,-0.054501877,0.129395169,-0.000999375,-0.010090876,0.029909804,0.228846766,-0.032455069,-0.051069896,0.025814018,0.00162733,-0.006520436,0.231081294,-0.106483158,0.168010272,-0.045561246
open_rv_12m,-0.046525218,0.117033163,-0.023174118,-0.00188594,-0.011445496,-0.017228682,0.32954471,0.062710006,-0.109228873,0.353025572,0.081024128,-0.012603276,-0.205864476,0.248112897,-0.064739903,0.001333698,-0.002054081,0.006794036,0.002860515,0.028366227,0.02796795,0.023741649,0.018100441,0.032085426,-0.002120255,0.007658451,-0.020982629,0.623496417,-0.019545204,0.07287202,0.06433832,-0.036043538,0.000316422,0.069772426,1,0.778602676,-0.104378625,-0.155097421,0.113533093,0.099968663,0.009104757,0.305804874,0.659537588,-0.137325244,0.129943421,-0.176769548,0.002479537,-0.000655999,-0.015229721,-0.035708516,-0.465329445,-0.399671813,-0.025214482,-0.356313919,0.091339253,-0.228912285,0.072741548,0.078933748,0.250038446,0.342843948,0.318175096,0.296702683,0.008538782,0.43949604,0.37012857,0.335499462,0.351385292,-0.002326528,-0.002574068,0.002050628,0.84321976,0.00030069,-0.166610364,0.083500012,0.020591313,-0.003014784,-0.007663509,0.082972767,-0.018007587,-0.052491868
open_rv_24m,-0.036386196,0.124242927,-0.011145612,-0.003729704,0.004031205,-0.04175374,0.291758209,0.089953687,-0.122980556,0.456660428,0.101162433,-0.005745073,-0.225793425,0.311767636,-0.064758921,0.010778777,0.005531965,0.016921437,0.0026281,0.035040659,0.03437235,0.031171142,0.020594434,0.077902437,-0.00138099,0.009272957,-0.03529551,0.485311969,-0.018298328,0.076448175,0.089179585,-0.051488621,0.001930963,0.080073097,0.778602676,1,-0.117429647,-0.170500225,0.142580829,0.131698622,0.0146304,0.291019711,0.848750523,-0.180893807,0.151135947,-0.181040977,0.006065631,0.000308469,-0.032579728,-0.064237666,-0.464493321,-0.361346851,-0.043110829,-0.391202953,0.127891102,-0.181304201,0.094743099,0.076478448,0.328735507,0.436274743,0.405653143,0.375740719,0.008901121,0.565843646,0.469273383,0.42962037,0.454885151,-0.000838693,-0.003122682,-0.018439248,0.665214262,0.032659225,-0.169860383,0.110993188,0.022749455,-0.013114008,-0.00328214,0.106547815,-0.018410311,-0.064324676
max_bal_bc,0.372219617,-0.059219463,0.353721318,0.150308059,0.082184166,-0.050589847,-0.057889645,0.00691803,0.022199011,0.121508761,-0.10275702,0.567757527,0.329900138,0.136830747,0.218101008,0.236784334,0.217253604,0.18968213,0.008185195,0.009815108,0.010167908,0.094944747,-0.035821831,0.029949698,-0.003230759,-0.010530039,0.33899577,-0.087447844,0.033511125,-0.052701237,-0.038906454,0.024083462,0.112534975,-0.112269972,-0.104378625,-0.117429647,1,0.146441466,0.476518735,-0.076608854,-0.005970835,-0.078447972,-0.10239044,0.252560947,0.173079997,0.299431142,-0.017319936,-0.00341301,0.119911409,0.230788866,0.106484863,0.080079485,0.221445203,0.087144655,-0.027395852,0.05298403,-0.014008446,-0.102782574,0.218984228,0.132562047,0.202691701,0.182740088,0.04089117,0.093567564,0.1154529,0.127825051,0.121524175,-0.005550637,0.001054841,-0.044241997,-0.103474135,0.136112575,0.2136877,-0.119388458,-0.018486655,0.359633541,0.350496504,0.565241565,0.170773265,0.028184229
all_util,0.003372556,0.292443463,0.02842352,0.010422385,0.123307457,0.024821279,-0.034917809,0.016808294,-0.044370314,-0.007128436,-0.001962593,0.121351981,0.6696044,0.006290058,-0.033704159,0.059234136,0.023230877,0.153805572,0.029998679,0.034212088,0.034091622,0.008177718,-0.016610471,-0.008030699,-0.013679971,-0.003214216,0.103299741,-0.049265678,0.359593285,0.176673631,0.201287666,-0.132135589,0.283915005,0.562957215,-0.155097421,-0.170500225,0.146441466,1,-0.226722671,0.071928586,0.05430388,0.03047393,-0.042278049,0.102245056,-0.471118524,0.608450611,-0.005107526,-0.00227063,0.062133945,-0.069205151,0.111527268,0.020004324,-0.010400572,0.097873538,0.045173694,0.015236364,0.048300499,0.082202343,-0.02353938,-0.007941677,-0.199692351,-0.209191975,0.249026042,-0.235119707,-0.216921191,0.00149073,-0.006960888,-0.002155003,-0.013148676,0.034330595,-0.043531998,-0.08480626,0.504710035,-0.015401658,0.005281859,0.021889777,0.291294012,-0.275832933,0.221930549,-0.05628742
total_rev_hi_lim,0.328673094,-0.182175899,0.298796344,0.174499645,0.061245829,-0.048292152,0.021393919,-0.009743817,0.017567153,0.396706833,-0.099526787,0.802107445,-0.134222198,0.319030966,0.170999363,0.196451649,0.205227425,0.089652345,-0.002628071,-0.00101549,-0.000462139,0.104398218,-0.021981746,0.022153036,0.00777579,-0.00886513,0.398561051,0.084811125,0.010110179,0.013445602,0.027759425,-0.025176199,0.109953521,-0.093337758,0.113533093,0.142580829,0.476518735,-0.226722671,1,-0.017166676,0.060268247,0.02456237,0.113655645,0.192189792,0.615568166,-0.174327457,-0.012060485,0.003167446,0.093187152,0.263382744,-0.057847404,-0.046779487,0.221777395,-0.055058236,-0.046555862,-0.0199023,-0.050456202,-0.100026752,0.36786391,0.342078511,0.4703558,0.406140113,0.031158712,0.443461156,0.390805737,0.340529286,0.396732549,-0.000911142,0.009623305,-0.045761721,0.086497609,0.174028431,-0.14525878,-0.115783495,-0.018793018,0.491658089,0.430325132,0.750906263,0.141772417,0.045544683
inq_fi,-0.004474429,0.134411289,0.006373808,0.034041438,0.054217428,0.017153522,0.215004378,0.009093729,-0.032221313,0.119324371,0.062388117,-0.042505113,-0.086291111,0.172472625,-0.007985123,-0.005551686,-0.009794986,0.008083834,0.014264738,0.020484757,0.020163979,0.039099701,0.008970466,0.013054672,-0.003691791,0.006095525,0.117211424,0.168724515,0.101795121,0.300428504,0.38757571,-0.223763233,0.158209366,0.155135715,0.099968663,0.131698622,-0.076608854,0.071928586,-0.017166676,1,0.089617357,0.554600874,0.318562396,0.063604031,0.005775347,-0.076554695,0.011017604,-0.000266219,0.00715559,-0.038808494,-0.074537363,-0.165243554,0.09685956,-0.060077255,0.042265651,-0.226734423,0.038439906,0.06998393,0.000582242,0.012293414,0.024239588,0.054695974,0.1779532,0.067855296,0.070342769,0.022969309,0.120275718,-0.000379369,-0.005006373,0.005079169,0.249859262,-0.020044767,-0.072184091,0.072982175,0.015247848,0.108852777,0.118128754,-0.037486209,0.158166755,-0.031348399
total_cu_tl,0.075550382,0.009121198,0.061877448,0.028103219,0.082269994,0.017689289,0.039627078,-0.006591751,0.001752916,0.112020373,0.001711312,0.050741527,0.027608046,0.294307926,0.03018591,0.056022488,0.053913749,0.033657417,0.013046438,0.0114973,0.011454647,0.064307205,-0.006302644,-0.000612542,0.003031447,-0.001638293,0.129878883,0.094241944,0.091290374,0.207969361,0.275941123,-0.144198849,0.126307368,0.037677874,0.009104757,0.0146304,-0.005970835,0.05430388,0.060268247,0.089617357,1,0.084968265,0.16280653,0.071473443,0.004191511,-0.004759975,0.00662769,-0.00066069,0.115140002,0.058449022,-0.020017002,-0.086071072,0.183313665,0.010344654,0.00353764,-0.048814563,-0.008436363,-0.002428,-0.065307291,0.02630932,-0.047410519,0.016108435,0.301717009,0.059823871,0.120977002,0.034268887,0.112377593,-0.000277183,0.002173256,-0.001087853,0.122915182,0.045234131,0.005456938,0.016918302,-0.011445897,0.133565659,0.131452199,-0.013698172,0.153156153,-0.005360706
inq_last_12m,0.007443104,0.162588126,0.023412117,0.039147253,0.025462986,0.029891376,0.477470319,0.00923689,-0.075296279,0.183032615,0.086488779,-0.024329576,-0.127515794,0.215916817,-0.041826722,0.041651121,0.032759574,0.045464465,0.023640954,0.036798,0.036383519,0.06414725,0.015752983,-0.002101638,-0.00189218,0.006428403,0.132804581,0.325606821,0.081030709,0.366116405,0.293694876,-0.202237371,0.157060027,0.176357181,0.305804874,0.291019711,-0.078447972,0.03047393,0.02456237,0.554600874,0.084968265,1,0.40583474,0.059772268,0.03237216,-0.112405944,0.010802066,-0.000437598,0.013797568,-0.039615381,-0.171099197,-0.261058683,0.111069906,-0.128092173,0.038865525,-0.53203746,0.032784303,0.079747138,0.048194448,0.087057672,0.099905176,0.122841301,0.151118856,0.155311945,0.157260667,0.08477406,0.182258028,-0.000533649,-0.00317078,0.018589517,0.465994257,-0.026279824,-0.10704748,0.096690577,0.022038724,0.124181655,0.122030404,-0.00719879,0.145169247,-0.057817402
acc_open_past_24mths,-0.00420759,0.16837507,0.014193733,0.038432889,0.081397794,-0.050245389,0.282867234,0.112757808,-0.079600818,0.493562535,0.094978992,-0.0100257,-0.223259533,0.434768349,-0.035660368,0.00518764,-0.002748166,0.017295583,0.012080912,0.050504076,0.050051583,0.069854753,0.015188931,0.120332177,-0.002961799,0.008084965,0.114595869,0.559985612,0.165764036,0.437308519,0.572546791,-0.288575459,0.195432919,0.223260064,0.659537588,0.848750523,-0.10239044,-0.042278049,0.113655645,0.318562396,0.16280653,0.40583474,1,-0.065123834,0.131488602,-0.179546786,0.004713103,-0.002008243,0.002473362,-0.054387247,-0.411687043,-0.453013554,0.076167643,-0.342813273,0.1503552,-0.218890012,0.121485272,0.074251124,0.235100997,0.343505326,0.315884386,0.303869034,0.248752049,0.469583878,0.399780589,0.337669179,0.492248342,-0.002779518,-0.00407428,-0.028933011,0.765634565,0.056628875,-0.164740256,0.112969297,0.016390657,0.122500936,0.16000875,0.074772604,0.185923148,-0.077554533
avg_cur_bal,0.227049054,-0.081642199,0.199611614,0.179547071,-0.055419461,0.043841397,-0.023731968,-0.055258166,-0.009821044,-0.107499499,-0.050284747,0.276908389,0.133038677,0.053240804,0.087320588,0.17052131,0.174066571,0.091379236,0.0215874,-0.00339875,-0.003366151,0.123298654,-0.014723303,-0.037084285,0.013427014,-0.003300417,0.827015027,-0.016685034,-0.03102663,0.048146535,0.050621095,-0.035349723,0.209048129,0.002359696,-0.137325244,-0.180893807,0.252560947,0.102245056,0.192189792,0.063604031,0.071473443,0.059772268,-0.065123834,1,0.033019391,0.078396992,0.004914559,0.016100079,0.118449798,0.127446724,0.156713206,0.019616163,0.462998595,0.154488353,-0.031769212,-0.017263769,-0.019164601,0.019190377,-0.115174948,-0.151333038,-0.120696646,-0.0536,0.058284084,-0.190599249,-0.086255416,-0.152947884,-0.107519461,0.005066693,0.013386971,0.009878534,-0.038946885,-0.04948516,0.069639872,-0.075349969,0.002770119,0.786276235,0.293907806,0.123352838,0.218043838,0.046907954
bc_open_to_buy,0.207385428,-0.299508459,0.170440884,0.097846657,-0.034519154,-0.062053511,0.015218905,0.004332435,0.019416586,0.317306276,-0.088049919,0.165910531,-0.483750964,0.242817853,0.160152267,0.063264766,0.09517957,-0.05888124,-0.022349738,-0.025992447,-0.024904041,0.061382069,-0.016147669,0.033625106,0.008506926,-0.006384898,0.165935461,0.111268582,-0.010383996,0.029543654,0.031798411,-0.0344646,0.055495065,-0.051893749,0.129943421,0.151135947,0.173079997,-0.471118524,0.615568166,0.005775347,0.004191511,0.03237216,0.131488602,0.033019391,1,-0.541640812,-0.011460024,1.79E-05,0.030953601,0.177197268,-0.074720366,-0.067870914,0.123091635,-0.12463445,-0.059484873,-0.023718039,-0.040940183,-0.087539747,0.26321737,0.126492003,0.495413494,0.432278665,0.005316027,0.374921374,0.322563119,0.138687654,0.319929214,0.000812678,0.008199695,-0.044722454,0.115288302,0.168288637,-0.439132892,-0.095770689,-0.021660152,0.271221083,0.122050581,0.845511144,0.080888192,0.067052613
bc_util,0.051272992,0.278435575,0.07641102,0.006135656,0.115932404,0.006237145,-0.069882294,0.002715884,0.044889959,-0.099621971,-0.018430721,0.180823562,0.870137452,-0.072297179,-0.061266339,0.133352046,0.091043389,0.206721717,0.028563185,0.040001708,0.038307161,0.01105064,-0.02919693,0.004924137,-0.018234189,-0.008181596,0.048636568,-0.179955425,0.046474211,-0.093225212,-0.070793587,0.060851668,0.022085865,-0.055122301,-0.176769548,-0.181040977,0.299431142,0.608450611,-0.174327457,-0.076554695,-0.004759975,-0.112405944,-0.179546786,0.078396992,-0.541640812,1,-0.008559231,-0.005066832,0.06105256,0.009127348,0.128692297,0.13201353,0.017855765,0.153278729,0.031791072,0.085338529,0.022532908,-0.01292717,0.074634209,0.1253237,-0.175592474,-0.15980304,0.021542385,-0.14979596,-0.129578153,0.129547474,-0.100223325,-0.007172082,-0.013256505,-0.003812559,-0.187935265,-0.035350306,0.846448968,-0.027862727,-0.000731382,-0.00945873,0.09316379,-0.250728797,0.022597767,-0.061002565
chargeoff_within_12_mths,-0.005257726,0.01427633,-0.002251059,0.004082066,-0.004410858,0.14062464,0.013172133,-0.101402348,-0.030952091,0.005398805,-0.005638602,-0.011283262,-0.010284146,0.041252283,-0.011293377,0.004333712,0.003187558,0.005600752,0.002682038,0.002991256,0.003158703,0.002578103,0.042559964,-0.202001158,0.038782931,0.002566603,0.004507721,0.002814163,0.000129973,-0.001595986,0.000864791,-0.00204064,0.001578463,-0.002212122,0.002479537,0.006065631,-0.017319936,-0.005107526,-0.012060485,0.011017604,0.00662769,0.010802066,0.004713103,0.004914559,-0.011460024,-0.008559231,1,0.009586468,0.018117519,0.031043598,-0.001221914,-0.000731252,0.028415977,0.005912047,-0.047486421,-0.007482298,-0.054227146,0.11921038,-0.009088577,0.000703488,-0.003697899,0.030873439,0.013448097,0.004757649,0.040291752,-0.001615706,0.00490317,0.039456327,0.001178306,0.20906341,0.002144861,-0.082659875,-0.008158774,-0.011824201,-0.000869442,0.005064923,-0.003958276,-0.018784241,0.003780077,-0.002750004
delinq_amnt,0.000962705,0.005500695,0.002137431,0.003635533,-0.004314729,0.028204015,0.001358718,-0.03278191,-0.010365118,0.002987306,0.00403039,0.00428029,-0.004703436,0.00578027,-0.004569482,0.004729663,0.00398447,0.004879211,0.00130212,0.001535126,0.0015189,0.001677716,0.006292173,-0.056345402,0.174553506,0.000536752,0.017571809,-0.001932301,-0.002307833,-0.003252209,-0.003886819,0.003297711,-0.000180289,-0.004256096,-0.000655999,0.000308469,-0.00341301,-0.00227063,0.003167446,-0.000266219,-0.00066069,-0.000437598,-0.002008243,0.016100079,1.79E-05,-0.005066832,0.009586468,1,0.003986885,0.006738174,0.001301894,0.002278302,0.012778728,0.00294042,-0.002821357,0.000121331,-0.00438119,0.017757988,-0.000756012,0.001367788,0.001563244,0.002932025,-0.000508421,0.001457134,0.005224999,-0.000279981,-0.000545619,0.320267735,0.043867102,0.03833948,-0.001825744,-0.013231212,-0.005013436,-0.001307961,0.004918697,0.016879283,0.002546293,-0.001289744,0.001357518,-0.003536359
mo_sin_old_il_acct,0.125435091,-0.063617701,0.101488555,0.074986467,0.03811388,0.079168875,0.013531085,0.002222793,-0.074969601,0.146616675,0.032717917,0.103995987,0.069817961,0.341228561,0.03999324,0.104703371,0.099153448,0.078982969,0.005594265,0.005926631,0.006606231,0.046782299,0.009241279,-0.013906047,0.015158401,0.00526489,0.178833831,0.015829188,0.159918037,0.037412387,0.05154251,0.070702535,0.205976499,-0.009087869,-0.015229721,-0.032579728,0.119911409,0.062133945,0.093187152,0.00715559,0.115140002,0.013797568,0.002473362,0.118449798,0.030953601,0.06105256,0.018117519,0.003986885,1,0.215533102,0.037796068,0.012612397,0.191058666,0.057148569,0.000675114,-0.016107079,-0.002434032,0.112698936,0.039682405,0.06929143,0.037271528,0.111566899,0.348458244,0.063518655,0.140790605,0.0691597,0.145369544,0.005289995,0.012621109,0.049077569,0.012089161,-0.103183173,0.056898066,0.023825916,0.01737353,0.183585811,0.21216712,0.087820173,0.218160742,0.014336331
mo_sin_old_rev_tl_op,0.167538841,-0.133448876,0.144193139,0.083475377,0.040947837,0.078186709,-0.003528781,-0.042555614,-0.140383278,0.147297631,0.037891677,0.230107095,0.021789123,0.282166533,0.045921803,0.144455746,0.145226604,0.084288084,0.000382902,-0.001250733,-0.000525893,0.053587914,-0.008793277,-0.00779937,0.025540486,0.007751171,0.18685762,-0.012689586,-0.064553163,-0.007140087,-0.011554883,0.037634853,0.020946418,-0.100159589,-0.035708516,-0.064237666,0.230788866,-0.069205151,0.263382744,-0.038808494,0.058449022,-0.039615381,-0.054387247,0.127446724,0.177197268,0.009127348,0.031043598,0.006738174,0.215533102,1,0.082367688,0.04110119,0.29061868,0.129541398,0.014990992,0.00465381,-0.001500767,0.069967141,0.132254114,0.164808522,0.161487182,0.307175522,-0.008473793,0.195629257,0.354927369,0.16249665,0.143664599,0.0070183,0.02361049,0.027669405,-0.025906324,-0.080386462,0.024032291,0.033676088,0.019839944,0.219233542,0.11604359,0.266145681,0.041013208,0.029835224
